episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
80,1.0,3.199946755890747,0.6831573268970965,0.19391449753655454,15.19828946758087,1.4784658173709517,[15.19828946758087 1.4784658173709517],0.0,False,True,0.7917605292631269,1,17.709159380834848,543.802,prepare,0.0,0
80,2.0,3.199732793847639,0.6831032114197833,0.18326595495146542,10.826712664852337,1.2511520068726836,[10.826712664852337 1.2511520068726836],2.0,False,True,0.7905513581379274,1,17.709159380834848,543.868,in_progress,0.0,0
80,3.0,3.2078220313030745,0.6828567997073289,0.06259090501508775,30.0,1.0,[30.0 1.0],2.0,False,True,0.8362249428138155,1,17.709159380834848,543.935,in_progress,0.0,0
80,4.0,3.229744526950219,0.6959835406338669,3.1001244306803772,30.0,2.9148565643964615,[30.0 2.9148565643964615],2.0,False,True,0.9601327313497727,1,17.709159380834848,544.018,in_progress,0.0,0
80,5.0,3.26635457132698,0.7188451582594813,8.036318131087048,-4.24380326789294,1.0,[-4.24380326789294 1.0],2.0,False,True,1.167059607824782,1,17.709159380834848,544.072,in_progress,0.0,0
80,6.0,3.3030146441618795,0.7371687233243213,11.247758896599793,-30.0,2.33746428892138,[-30.0 2.33746428892138],2.0,False,True,1.3742297431580068,2,17.709159380834848,544.142,in_progress,0.0,0
80,7.0,3.3626188069040586,0.7505683175886982,11.482129740026574,-25.262341028000826,1.0,[-25.262341028000826 1.0],2.0,False,True,1.710432834403606,2,17.709159380834848,544.215,in_progress,0.0,0
80,8.0,3.4352739349075048,0.7451362661718097,7.109137773552666,-30.0,3.615652452577065,[-30.0 3.615652452577065],2.0,False,True,2.1206936883023677,3,17.709159380834848,544.273,in_progress,0.0,0
80,9.0,3.491187825968909,0.7346036744240177,3.020002795196249,-30.0,1.4856503734643551,[-30.0 1.4856503734643551],2.0,False,True,2.4364129032044177,3,17.709159380834848,544.344,in_progress,0.0,0
80,10.0,3.5694567529074037,0.7017520317598274,-5.161033590932401,-30.0,1.0478697198902136,[-30.0 1.0478697198902136],2.0,False,True,2.8783491829736088,3,17.709159380834848,544.42,in_progress,0.0,0
80,11.0,3.6513792680447197,0.6548522924555082,-13.654083160101493,-30.0,1.0,[-30.0 1.0],2.0,False,True,3.3408440581769323,4,17.709159380834848,544.488,in_progress,0.0,0
80,12.0,3.7187414487206607,0.6072473016994057,-20.340612119090714,30.0,1.1476032963340994,[30.0 1.1476032963340994],2.0,False,True,3.7211275579678142,4,17.709159380834848,544.556,in_progress,0.0,0
80,13.0,3.7804460175650556,0.5625323085345525,-25.133188572086855,8.237659343292293,2.635051900626687,[8.237659343292293 2.635051900626687],1.5999999999999999,False,True,4.069466246371182,5,17.709159380834848,544.609,in_progress,0.0,0
80,14.0,3.8423077104663657,0.5312152817307326,-25.62469766127142,18.50883778134387,3.470792605232548,[18.50883778134387 3.470792605232548],1.5999999999999999,False,True,4.418742706811158,5,17.709159380834848,544.678,in_progress,0.0,0
80,15.0,3.93319845705049,0.4996620065185303,-23.213451945624946,30.0,4.0,[30.0 4.0],1.5999999999999999,False,True,4.931922148205302,6,17.709159380834848,544.748,in_progress,0.0,0
80,16.0,4.043683540352757,0.48113323584620604,-17.507443567216836,30.0,2.8720827937146525,[30.0 2.8720827937146525],1.5999999999999999,False,True,5.555772833697685,7,17.709159380834848,544.806,in_progress,0.0,0
80,17.0,4.172143081329095,0.4823647738622849,-9.009710445275033,-4.020880462465264,1.0,[-4.020880462465264 1.0],1.5999999999999999,False,True,6.281152825057615,7,17.709159380834848,544.866,in_progress,0.0,0
80,18.0,4.2683832766067376,0.49204480566516334,-1.6469540079551683,30.0,1.0,[30.0 1.0],1.5999999999999999,False,True,6.824614468812398,8,17.709159380834848,544.934,in_progress,0.0,0
80,19.0,4.3767884941221515,0.4988184181394419,2.6255107953593204,15.652911191182248,1.1540748588601755,[15.652911191182248 1.1540748588601755],1.5999999999999999,False,True,7.436770268674883,9,17.709159380834848,545.008,in_progress,0.0,0
80,20.0,4.47322120168028,0.514913871443443,6.632822212720797,9.312955941359057,3.361208601657718,[9.312955941359057 3.361208601657718],2.0999999999999996,False,True,7.981342481575039,9,17.709159380834848,545.069,in_progress,0.0,0
80,21.0,4.575968916113425,0.542296707524221,9.981816902109472,-11.943687351745304,1.406327885493275,[-11.943687351745304 1.406327885493275],1.5999999999999999,False,True,8.561583213896464,10,17.709159380834848,545.145,in_progress,0.0,0
80,22.0,4.673569583970818,0.5707208726491986,12.65783074795272,14.824014945953174,3.434123503706555,[14.824014945953174 3.434123503706555],1.5999999999999999,False,True,9.112773175054743,11,17.709159380834848,545.201,in_progress,0.0,0
80,23.0,4.763287848334285,0.5928441871364132,13.094281144556623,8.572363738018495,1.0,[8.572363738018495 1.0],2.0,False,True,9.619430946339891,11,17.709159380834848,545.271,in_progress,0.0,0
80,24.0,4.862824973574233,0.634553046757236,16.915512149502284,-22.68200103229382,1.0,[-22.68200103229382 1.0],2.0,False,True,10.18158612029764,12,17.709159380834848,545.336,in_progress,0.0,0
80,25.0,4.953682461519235,0.6735461366927172,19.158271492690044,-30.0,1.0,[-30.0 1.0],2.0,False,True,10.694725347097522,13,17.709159380834848,545.412,in_progress,0.0,0
80,26.0,5.033411039701996,0.6982417448526387,18.640059970793445,-30.0,1.4706403955666272,[-30.0 1.4706403955666272],2.0,False,True,11.144987563487671,13,17.709159380834848,545.474,in_progress,0.0,0
