episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
140,1.0,3.1999785280493493,0.6830097797236617,0.15068401956778826,-15.0,3.2262440268858024,[-15.0 3.2262440268858024],0.0,False,True,0.7919372742606104,1,17.709159380834848,1172.822,prepare,0.0,0
140,2.0,3.1997327938476627,0.6831032114197833,0.18326595495146542,-8.529722853717669,3.5,[-8.529722853717669 3.5],4.811995044135353,False,True,0.7905513581379271,1,17.709159380834848,1172.897,in_progress,0.0,0
140,3.0,3.2071567544421917,0.6857032921267773,0.7997062784364017,-15.0,3.09468808478345,[-15.0 3.09468808478345],4.9755430694532174,False,True,0.8325196924142279,1,17.709159380834848,1172.947,in_progress,0.0,0
140,4.0,3.2244116381768864,0.6855920908686957,0.8377165504939416,-5.23167714653367,3.5,[-5.23167714653367 3.5],4.811995044135353,False,True,0.9299291782263556,1,17.709159380834848,1173.029,in_progress,0.0,0
140,5.0,3.2632610667419275,0.6824423459912003,-0.05349681301372221,-15.0,3.5,[-15.0 3.5],4.811995044135353,False,True,1.1492764597598137,1,17.709159380834848,1173.089,in_progress,0.0,0
140,6.0,3.3076596351628362,0.6773209301318103,-1.3161317443109268,-1.5641751363313556,1.6006546951405753,[-1.5641751363313556 1.6006546951405753],3.445837957467028,False,True,1.3999415126902446,2,17.709159380834848,1173.158,in_progress,0.0,0
140,7.0,3.379637932793375,0.6730294917218782,-2.025759229826703,6.544145894499078,3.5,[6.544145894499078 3.5],4.811995044135353,False,True,1.8064253473914782,2,17.709159380834848,1173.227,in_progress,0.0,0
140,8.0,3.457589870691661,0.6693213116657196,-2.232536883706117,-15.0,3.5,[-15.0 3.5],4.811995044135353,False,True,2.246598670083742,3,17.709159380834848,1173.292,in_progress,0.0,0
140,9.0,3.5474252468743717,0.661819950210848,-3.061441436630858,-0.5456008838449158,2.7305453697967614,[-0.5456008838449158 2.7305453697967614],4.578107893170968,False,True,2.753852579339806,3,17.709159380834848,1173.364,in_progress,0.0,0
140,10.0,3.6592471683630556,0.641095930038064,-6.208828704732465,30.0,1.3,[30.0 1.3],2.8990372153445283,False,True,3.3852469838918493,4,17.709159380834848,1173.429,in_progress,0.0,0
140,11.0,3.757809589803324,0.6228099944538401,-8.479500928352477,-0.032320009974725394,1.3,[-0.032320009974725394 1.3],3.4106320180523864,False,True,3.9417701850405202,5,17.709159380834848,1173.491,in_progress,0.0,0
140,12.0,3.87099933406802,0.604779118821443,-8.781093172640672,1.8232951762825955,2.0348122891910876,[1.8232951762825955 2.0348122891910876],3.6427705319014603,False,True,4.580902923701815,5,17.709159380834848,1173.555,in_progress,0.0,0
140,13.0,3.960878966456249,0.5837900146289168,-10.292317373351317,30.0,2.7113666533727505,[30.0 2.7113666533727505],3.866158850191268,False,True,5.088393786181615,6,17.709159380834848,1173.62,in_progress,0.0,0
140,14.0,4.057941283598108,0.5661894768402533,-10.223145955607672,30.0,2.212717946703597,[30.0 2.212717946703597],3.2412344931709374,False,True,5.636450268291589,7,17.709159380834848,1173.696,in_progress,0.0,0
