episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
15,1.0,0.7183326477663765,3.362703394312806,-86.98598180091028,-4.571392171160797,3.040661108591701,[-4.571392171160797 3.040661108591701],0.0,False,True,0.7899335923446937,89,17.709159380834848,165.144,prepare,0.0,0
15,2.0,0.7180821909870864,3.362825209256977,-87.04823796134703,1.4644463323856804,1.3,[1.4644463323856804 1.3],-0.499,False,True,0.7890483310219576,89,17.709159380834848,165.224,in_progress,0.0,0
15,3.0,0.7189913140416373,3.351740014770973,-87.01655504241754,-1.0831420272285044,2.0657006577183497,[-1.0831420272285044 2.0657006577183497],1.001,False,True,0.8517282366192314,89,17.709159380834848,165.28,in_progress,0.0,0
15,4.0,0.7235647435659764,3.329618594262577,-86.1844610909276,21.338984721546105,1.445738369864129,[21.338984721546105 1.445738369864129],-0.499,False,True,0.9790655675575355,90,17.709159380834848,165.346,in_progress,0.0,0
15,5.0,0.7403477835088195,3.2934191885690804,-82.80263545689623,3.4642297593771545,1.3,[3.4642297593771545 1.3],-0.499,False,True,1.1950377112690092,90,17.709159380834848,165.408,in_progress,0.0,0
15,6.0,0.7562742442772243,3.249365690685958,-80.3956207515983,22.811611162409136,1.3,[22.811611162409136 1.3],-0.499,False,True,1.4617430418301325,90,17.709159380834848,165.474,in_progress,0.0,0
15,7.0,0.77892498180174,3.1976653771263055,-77.18406779674328,-6.339614958915925,3.5,[-6.339614958915925 3.5],2.001,False,True,1.775638860810036,91,17.709159380834848,165.547,in_progress,0.0,0
15,8.0,0.8177271156112604,3.123934635261614,-72.56039488561657,2.437103581725225,2.069111158871307,[2.437103581725225 2.069111158871307],1.001,False,True,2.2405172594571643,91,17.709159380834848,165.612,in_progress,0.0,0
15,9.0,0.8476284529866516,3.0437689500797003,-71.53440498776294,-0.895003591694099,3.244791417541174,[-0.895003591694099 3.244791417541174],2.001,False,True,2.721997232407203,92,17.709159380834848,165.68,in_progress,0.0,0
15,10.0,0.8855609789136469,2.9416050907321214,-70.76401048209956,-20.0,2.246321675407007,[-20.0 2.246321675407007],1.001,False,True,3.325731153045308,92,17.709159380834848,165.752,in_progress,0.0,0
15,11.0,0.910043886403021,2.823537125033366,-74.03664820022816,-20.0,2.812272889511907,[-20.0 2.812272889511907],2.001,False,True,3.9969642406344486,93,17.709159380834848,165.815,in_progress,0.0,0
15,12.0,0.918033651795109,2.687341025414347,-80.22379785929351,-20.0,1.3289903195634771,[-20.0 1.3289903195634771],-0.499,False,True,4.755395795497441,94,17.709159380834848,165.864,in_progress,0.0,0
15,13.0,0.913971338491671,2.5948268008347326,-85.1451396296584,29.888543312730718,1.5512480855815012,[29.888543312730718 1.5512480855815012],0.5009999999999999,False,True,5.2623145489678835,95,17.709159380834848,165.955,in_progress,0.0,0
15,14.0,0.9126951666317981,2.443635799900342,-88.74005600937458,-1.2214231729740668,2.5614869688680475,[-1.2214231729740668 2.5614869688680475],2.001,False,True,6.09685218845315,96,17.709159380834848,166.015,in_progress,0.0,0
15,15.0,0.9156517838567998,2.33165214845554,-88.81563819745242,-14.604237491142543,2.5202211068350153,[-14.604237491142543 2.5202211068350153],2.001,False,True,6.719445328954999,96,17.709159380834848,166.065,in_progress,0.0,0
15,16.0,0.9084032371262802,2.2144245529529405,-90.85655756361605,7.395974164629678,1.3,[7.395974164629678 1.3],-0.499,False,True,7.3593259129565824,97,17.709159380834848,166.134,in_progress,0.0,0
15,17.0,0.9042027869655748,2.083890907874153,-91.57246519010494,30.0,1.3,[30.0 1.3],-0.499,False,True,8.076259681618424,98,17.709159380834848,166.212,in_progress,0.0,0
15,18.0,0.9115787077320898,1.957712999273001,-89.28789535172947,30.0,3.2365831327093635,[30.0 3.2365831327093635],1.501,False,True,8.782387953315752,99,17.709159380834848,166.274,in_progress,0.0,0
15,19.0,0.9284716261861345,1.835036168695455,-86.0111711086532,30.0,1.3,[30.0 1.3],-0.499,False,True,9.480280271919383,100,17.709159380834848,166.344,in_progress,0.0,0
15,20.0,0.9572271258108832,1.7232786247835448,-81.17582431578784,30.0,2.335714590749805,[30.0 2.335714590749805],0.5009999999999999,False,True,10.130796039824707,100,17.709159380834848,166.423,in_progress,0.0,0
15,21.0,1.0019894874962418,1.6062133909656657,-75.67864661194933,-5.234743232567034,2.2105892792729738,[-5.234743232567034 2.2105892792729738],1.001,False,True,10.827991366782797,101,17.709159380834848,166.479,in_progress,0.0,0
15,22.0,1.0421620401676346,1.5106211036619723,-72.26633820478462,-0.8916951102954656,2.4691231675834326,[-0.8916951102954656 2.4691231675834326],1.001,False,True,11.40288282439208,102,17.709159380834848,166.557,in_progress,0.0,0
15,23.0,1.0871073883966116,1.3594899443041328,-73.05667826609303,14.897753455791111,1.3,[14.897753455791111 1.3],-0.499,False,True,12.287655209905813,103,17.709159380834848,166.59,in_progress,0.0,0
15,24.0,1.1097644056233678,1.2855596113445436,-73.53288401009371,30.0,1.3,[30.0 1.3],-0.499,False,True,12.696663049083835,103,17.709159380834848,166.684,in_progress,0.0,0
15,25.0,1.1673915802666406,1.139888337725182,-70.93368207590841,30.0,3.1842898498162486,[30.0 3.1842898498162486],1.501,False,True,13.548109549348286,104,17.709159380834848,166.751,in_progress,0.0,0
15,26.0,1.2204096618046147,1.0373776771641898,-67.37810069629386,30.0,1.3,[30.0 1.3],-0.499,False,True,14.12223974199678,105,17.709159380834848,166.822,in_progress,0.0,0
