episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
100,1.0,3.1999561221598345,0.683054140162416,0.18142714223985842,-15.0,1.8602671125347139,[-15.0 1.8602671125347139],0.0,False,True,0.7918115546620821,1,17.709159380834848,858.669,prepare,0.0,0
100,2.0,3.199732793847647,0.6831032114197833,0.18326595495146542,30.0,3.1590768561787477,[30.0 3.1590768561787477],4.2468403468538485,False,True,0.7905513581379281,1,17.709159380834848,858.739,in_progress,0.0,0
100,3.0,3.20463436968242,0.6820032776058761,-0.120336937061074,-15.0,3.5,[-15.0 3.5],4.811995044135353,False,True,0.818209545742355,1,17.709159380834848,858.824,in_progress,0.0,0
100,4.0,3.223580958754326,0.6800668687998382,-0.7535205420015844,4.389910263504035,3.5,[4.389910263504035 3.5],4.811995044135353,False,True,0.925190729477496,1,17.709159380834848,858.888,in_progress,0.0,0
100,5.0,3.256988603766613,0.6781253749554498,-1.157107865522427,-7.040747289172538,3.5,[-7.040747289172538 3.5],4.811995044135353,False,True,1.1138198565669444,1,17.709159380834848,858.953,in_progress,0.0,0
100,6.0,3.3093297723434274,0.6730164443164969,-2.192201969616106,10.800136365955183,3.2084655723693656,[10.800136365955183 3.2084655723693656],4.9998407503355775,False,True,1.409335203017834,2,17.709159380834848,859.021,in_progress,0.0,0
100,7.0,3.3700762395036783,0.6732463756250168,-1.6866588265721312,7.810053164844739,3.5,[7.810053164844739 3.5],4.811995044135353,False,True,1.7524327337911767,2,17.709159380834848,859.093,in_progress,0.0,0
100,8.0,3.4550209037782014,0.6863226882232901,1.7339222337948201,16.8857986701639,2.9214988740678987,[16.8857986701639 2.9214988740678987],4.836597414595836,False,True,2.232116579435275,3,17.709159380834848,859.161,in_progress,0.0,0
100,9.0,3.550113954560255,0.7168664471522238,7.720159041151565,-0.007916399558981269,1.5840830943744066,[-0.007916399558981269 1.5840830943744066],3.4425682928916537,False,True,2.769158131282216,3,17.709159380834848,859.223,in_progress,0.0,0
100,10.0,3.636003572872388,0.7436741637665488,11.289320552964233,-15.0,2.9158155813788653,[-15.0 2.9158155813788653],4.830230863124822,False,True,3.2542190832217788,4,17.709159380834848,859.306,in_progress,0.0,0
100,11.0,3.7764851783201645,0.7757764475685606,11.86702166050139,-15.0,1.3653944456782494,[-15.0 1.3653944456782494],3.414925451058873,False,True,4.047550216094766,5,17.709159380834848,859.35,in_progress,0.0,0
100,12.0,3.8400708721305175,0.7806812339966598,9.946415435308667,-15.0,1.3,[-15.0 1.3],3.4106320180523864,False,True,4.40660175368193,5,17.709159380834848,859.419,in_progress,0.0,0
100,13.0,3.9738598986264915,0.7807816930707744,5.2630025133040625,-7.6498537880155375,2.6769502153653435,[-7.6498537880155375 2.6769502153653435],4.49420701193616,False,True,5.162080947507559,6,17.709159380834848,859.493,in_progress,0.0,0
100,14.0,4.082322629249103,0.7717759435912442,1.220717921960806,-15.0,2.583604374490753,[-15.0 2.583604374490753],4.343937078141327,False,True,5.774530091273467,7,17.709159380834848,859.556,in_progress,0.0,0
100,15.0,4.2010484186985435,0.7508889439064642,-3.758242043278434,5.377177066259577,1.3,[5.377177066259577 1.3],3.4106320180523864,False,True,6.444911695162545,8,17.709159380834848,859.621,in_progress,0.0,0
100,16.0,4.338275746385082,0.7287958536742356,-7.429086713847963,-7.914945469822759,3.5,[-7.914945469822759 3.5],4.811995044135353,False,True,7.219763656866084,9,17.709159380834848,859.695,in_progress,0.0,0
100,17.0,4.453081405356079,0.7141376984178429,-7.45134303065776,8.61770570521141,2.769582748521932,[8.61770570521141 2.769582748521932],4.637012808911898,False,True,7.868017236436432,9,17.709159380834848,859.767,in_progress,0.0,0
100,18.0,4.609776361221118,0.7010313859085906,-5.963897575928456,-15.0,1.3,[-15.0 1.3],3.4106320180523864,False,True,8.752816382242075,10,17.709159380834848,859.829,in_progress,0.0,0
100,19.0,4.754617132915196,0.6961286688339435,-3.647823373768552,6.896910438583081,2.0043712068971384,[6.896910438583081 2.0043712068971384],3.6197088058337146,False,True,9.570693543118479,11,17.709159380834848,859.892,in_progress,0.0,0
100,20.0,4.878242703717774,0.688527624038118,-3.533934509475007,-12.213085628651262,1.9186348278823036,[-12.213085628651262 1.9186348278823036],3.5635873042706505,False,True,10.268765396475436,12,17.709159380834848,859.958,in_progress,0.0,0
100,21.0,5.021680756180954,0.6802092643646693,-3.5798273322260443,0.9409882692394635,2.8100584900027368,[0.9409882692394635 2.8100584900027368],4.695396710850392,False,True,11.078713180203744,13,17.709159380834848,860.018,in_progress,0.0,0
100,22.0,5.152205779563281,0.6664777486260408,-4.6915263915850245,-15.0,2.5861461682165228,[-15.0 2.5861461682165228],4.3480456176793645,False,True,11.81573391878642,14,17.709159380834848,860.097,in_progress,0.0,0
100,23.0,5.308337433555068,0.6407609034330172,-7.238737824860191,28.417262823255577,2.3498651712535112,[28.417262823255577 2.3498651712535112],3.388423135335369,False,True,12.697302637563057,15,17.709159380834848,860.163,in_progress,0.0,0
100,24.0,5.476345380950237,0.6120437295036599,-8.678063342763334,30.0,2.0639395448250006,[30.0 2.0639395448250006],3.1164883816434545,False,True,13.645522610577363,16,17.709159380834848,860.227,in_progress,0.0,0
100,25.0,5.6048176827342076,0.6019871022859364,-6.759322286725786,-6.5131028175283046,2.164427446197447,[-6.5131028175283046 2.164427446197447],3.7607913670809405,False,True,14.370895448490339,17,17.709159380834848,860.284,in_progress,0.0,0
